amount,date
501,2020-04-24T00:00:00.000Z
421,2020-04-25T00:00:00.000Z
247,2020-04-26T00:00:00.000Z
560,2020-04-27T00:00:00.000Z
487,2020-04-28T00:00:00.000Z
435,2020-04-29T00:00:00.000Z
412,2020-04-30T00:00:00.000Z
641,2020-05-01T00:00:00.000Z
256,2020-05-02T00:00:00.000Z
161,2020-05-03T00:00:00.000Z
359,2020-05-04T00:00:00.000Z
347,2020-05-05T00:00:00.000Z
210,2020-05-06T00:00:00.000Z
269,2020-05-07T00:00:00.000Z
294,2020-05-08T00:00:00.000Z
104,2020-05-09T00:00:00.000Z
124,2020-05-10T00:00:00.000Z
430,2020-05-11T00:00:00.000Z
198,2020-05-12T00:00:00.000Z
181,2020-05-13T00:00:00.000Z
239,2020-05-14T00:00:00.000Z
227,2020-05-15T00:00:00.000Z
65,2020-05-16T00:00:00.000Z
138,2020-05-17T00:00:00.000Z
282,2020-05-18T00:00:00.000Z
179,2020-05-19T00:00:00.000Z
122,2020-05-20T00:00:00.000Z
211,2020-05-21T00:00:00.000Z
162,2020-05-22T00:00:00.000Z
34,2020-05-23T00:00:00.000Z
110,2020-05-24T00:00:00.000Z
176,2020-05-25T00:00:00.000Z
93,2020-05-26T00:00:00.000Z
97,2020-05-27T00:00:00.000Z
137,2020-05-28T00:00:00.000Z
40,2020-05-29T00:00:00.000Z
31,2020-05-30T00:00:00.000Z
58,2020-05-31T00:00:00.000Z
106,2020-06-01T00:00:00.000Z
45,2020-06-02T00:00:00.000Z
33,2020-06-03T00:00:00.000Z
59,2020-06-04T00:00:00.000Z
36,2020-06-05T00:00:00.000Z
37,2020-06-06T00:00:00.000Z
50,2020-06-07T00:00:00.000Z
37,2020-06-08T00:00:00.000Z
46,2020-06-09T00:00:00.000Z
71,2020-06-10T00:00:00.000Z
72,2020-06-11T00:00:00.000Z
70,2020-06-12T00:00:00.000Z
53,2020-06-13T00:00:00.000Z
39,2020-06-14T00:00:00.000Z
68,2020-06-15T00:00:00.000Z
39,2020-06-16T00:00:00.000Z
51,2020-06-17T00:00:00.000Z
74,2020-06-18T00:00:00.000Z
68,2020-06-19T00:00:00.000Z
59,2020-06-20T00:00:00.000Z
48,2020-06-21T00:00:00.000Z
88,2020-06-22T00:00:00.000Z
106,2020-06-23T00:00:00.000Z
57,2020-06-24T00:00:00.000Z
126,2020-06-25T00:00:00.000Z
122,2020-06-26T00:00:00.000Z
85,2020-06-27T00:00:00.000Z
111,2020-06-28T00:00:00.000Z
195,2020-06-29T00:00:00.000Z
118,2020-06-30T00:00:00.000Z
113,2020-07-01T00:00:00.000Z
138,2020-07-02T00:00:00.000Z
137,2020-07-03T00:00:00.000Z
132,2020-07-04T00:00:00.000Z
159,2020-07-05T00:00:00.000Z
149,2020-07-06T00:00:00.000Z
163,2020-07-07T00:00:00.000Z
138,2020-07-08T00:00:00.000Z
208,2020-07-09T00:00:00.000Z
215,2020-07-10T00:00:00.000Z
209,2020-07-11T00:00:00.000Z
296,2020-07-12T00:00:00.000Z
342,2020-07-13T00:00:00.000Z
306,2020-07-14T00:00:00.000Z
381,2020-07-15T00:00:00.000Z
493,2020-07-16T00:00:00.000Z
504,2020-07-17T00:00:00.000Z
523,2020-07-18T00:00:00.000Z
439,2020-07-19T00:00:00.000Z
619,2020-07-20T00:00:00.000Z
643,2020-07-21T00:00:00.000Z
3726,2020-07-22T00:00:00.000Z
7205,2020-07-23T00:00:00.000Z
1894,2020-07-24T00:00:00.000Z
673,2020-07-25T00:00:00.000Z
2979,2020-07-26T00:00:00.000Z
1978,2020-07-27T00:00:00.000Z
1750,2020-07-28T00:00:00.000Z
1519,2020-07-29T00:00:00.000Z
1831,2020-07-30T00:00:00.000Z
1399,2020-07-31T00:00:00.000Z
570,2020-08-01T00:00:00.000Z
2676,2020-08-02T00:00:00.000Z
1945,2020-08-03T00:00:00.000Z
1822,2020-08-04T00:00:00.000Z
1612,2020-08-05T00:00:00.000Z
1940,2020-08-06T00:00:00.000Z
1361,2020-08-07T00:00:00.000Z
651,2020-08-08T00:00:00.000Z
2413,2020-08-09T00:00:00.000Z
1383,2020-08-10T00:00:00.000Z
1011,2020-08-11T00:00:00.000Z
1160,2020-08-12T00:00:00.000Z
1345,2020-08-13T00:00:00.000Z
1043,2020-08-14T00:00:00.000Z
594,2020-08-15T00:00:00.000Z
2193,2020-08-16T00:00:00.000Z
1230,2020-08-17T00:00:00.000Z
1306,2020-08-18T00:00:00.000Z
1518,2020-08-19T00:00:00.000Z
1394,2020-08-20T00:00:00.000Z
1600,2020-08-21T00:00:00.000Z
689,2020-08-22T00:00:00.000Z
2155,2020-08-23T00:00:00.000Z
1341,2020-08-24T00:00:00.000Z
2590,2020-08-25T00:00:00.000Z
2435,2020-08-26T00:00:00.000Z
1510,2020-08-27T00:00:00.000Z
1914,2020-08-28T00:00:00.000Z
728,2020-08-29T00:00:00.000Z
2331,2020-08-30T00:00:00.000Z
1286,2020-08-31T00:00:00.000Z
1100,2020-09-01T00:00:00.000Z
1522,2020-09-02T00:00:00.000Z
1856,2020-09-03T00:00:00.000Z
1261,2020-09-04T00:00:00.000Z
808,2020-09-05T00:00:00.000Z
2382,2020-09-06T00:00:00.000Z
1515,2020-09-07T00:00:00.000Z
1399,2020-09-08T00:00:00.000Z
1547,2020-09-09T00:00:00.000Z
1875,2020-09-10T00:00:00.000Z
1780,2020-09-11T00:00:00.000Z
1192,2020-09-12T00:00:00.000Z
3231,2020-09-13T00:00:00.000Z
2260,2020-09-14T00:00:00.000Z
303,2020-09-15T00:00:00.000Z
