date,amount,recovered,avg
2020-04-23T00:00:00.000Z,276,348,281
2020-04-24T00:00:00.000Z,248,354,278
2020-04-25T00:00:00.000Z,159,388,271
2020-04-26T00:00:00.000Z,83,442,252
2020-04-27T00:00:00.000Z,128,482,224
2020-04-28T00:00:00.000Z,159,578,200
2020-04-29T00:00:00.000Z,82,363,182
2020-04-30T00:00:00.000Z,142,446,162
2020-05-01T00:00:00.000Z,116,426,143
2020-05-02T00:00:00.000Z,57,299,124
2020-05-03T00:00:00.000Z,27,313,109
2020-05-04T00:00:00.000Z,53,268,101
2020-05-05T00:00:00.000Z,32,328,90
2020-05-06T00:00:00.000Z,65,267,72
2020-05-07T00:00:00.000Z,61,238,70
2020-05-08T00:00:00.000Z,33,231,58
2020-05-09T00:00:00.000Z,19,97,46
2020-05-10T00:00:00.000Z,29,176,41
2020-05-11T00:00:00.000Z,39,339,41
2020-05-12T00:00:00.000Z,23,266,39
2020-05-13T00:00:00.000Z,39,183,38
2020-05-14T00:00:00.000Z,22,244,34
2020-05-15T00:00:00.000Z,12,165,29
2020-05-16T00:00:00.000Z,5,104,26
2020-05-17T00:00:00.000Z,15,157,24
2020-05-18T00:00:00.000Z,27,285,22
2020-05-19T00:00:00.000Z,22,160,20
2020-05-20T00:00:00.000Z,15,119,20
2020-05-21T00:00:00.000Z,17,132,16
2020-05-22T00:00:00.000Z,19,164,16
2020-05-23T00:00:00.000Z,5,47,17
2020-05-24T00:00:00.000Z,13,119,17
2020-05-25T00:00:00.000Z,22,135,16
2020-05-26T00:00:00.000Z,50,94,16
2020-05-27T00:00:00.000Z,40,63,20
2020-05-28T00:00:00.000Z,77,118,23
2020-05-29T00:00:00.000Z,113,39,32
2020-05-30T00:00:00.000Z,29,41,45
2020-05-31T00:00:00.000Z,87,62,49
2020-06-01T00:00:00.000Z,100,72,59
2020-06-02T00:00:00.000Z,121,56,70
2020-06-03T00:00:00.000Z,97,28,81
2020-06-04T00:00:00.000Z,142,42,89
2020-06-05T00:00:00.000Z,127,39,98
2020-06-06T00:00:00.000Z,78,24,100
2020-06-07T00:00:00.000Z,140,44,107
2020-06-08T00:00:00.000Z,179,42,115
2020-06-09T00:00:00.000Z,173,47,126
2020-06-10T00:00:00.000Z,240,52,133
2020-06-11T00:00:00.000Z,191,58,154
2020-06-12T00:00:00.000Z,184,55,161
2020-06-13T00:00:00.000Z,149,42,169
2020-06-14T00:00:00.000Z,136,50,179
2020-06-15T00:00:00.000Z,198,91,178
2020-06-16T00:00:00.000Z,300,53,181
2020-06-17T00:00:00.000Z,271,48,199
2020-06-18T00:00:00.000Z,302,54,204
2020-06-19T00:00:00.000Z,310,58,220
2020-06-20T00:00:00.000Z,160,36,238
2020-06-21T00:00:00.000Z,173,52,239
2020-06-22T00:00:00.000Z,345,61,244
2020-06-23T00:00:00.000Z,452,87,265
2020-06-24T00:00:00.000Z,487,75,287
2020-06-25T00:00:00.000Z,516,77,318
2020-06-26T00:00:00.000Z,464,132,349
2020-06-27T00:00:00.000Z,398,51,371
2020-06-28T00:00:00.000Z,385,144,405
2020-06-29T00:00:00.000Z,757,166,435
2020-06-30T00:00:00.000Z,786,133,494
2020-07-01T00:00:00.000Z,972,100,541
2020-07-02T00:00:00.000Z,1148,132,611
2020-07-03T00:00:00.000Z,939,119,701
2020-07-04T00:00:00.000Z,821,77,769
2020-07-05T00:00:00.000Z,831,150,829
2020-07-06T00:00:00.000Z,1134,202,893
2020-07-07T00:00:00.000Z,1390,176,947
2020-07-08T00:00:00.000Z,1327,234,1033
2020-07-09T00:00:00.000Z,1525,228,1084
2020-07-10T00:00:00.000Z,1409,214,1138
2020-07-11T00:00:00.000Z,1168,191,1205
2020-07-12T00:00:00.000Z,1239,343,1254
2020-07-13T00:00:00.000Z,1720,364,1313
2020-07-14T00:00:00.000Z,1604,314,1396
2020-07-15T00:00:00.000Z,1877,362,1427
2020-07-16T00:00:00.000Z,1938,508,1506
2020-07-17T00:00:00.000Z,1605,483,1565
2020-07-18T00:00:00.000Z,1448,443,1593
2020-07-19T00:00:00.000Z,1016,522,1633
2020-07-20T00:00:00.000Z,1887,627,1601
2020-07-21T00:00:00.000Z,2006,634,1625
2020-07-22T00:00:00.000Z,2044,3858,1682
2020-07-23T00:00:00.000Z,1990,6693,1706
2020-07-24T00:00:00.000Z,1830,1693,1713
2020-07-25T00:00:00.000Z,1112,607,1745
2020-07-26T00:00:00.000Z,1042,2873,1697
2020-07-27T00:00:00.000Z,2048,1831,1701
2020-07-28T00:00:00.000Z,2125,1612,1724
2020-07-29T00:00:00.000Z,1954,1451,1741
2020-07-30T00:00:00.000Z,1787,1743,1728
2020-07-31T00:00:00.000Z,1362,1330,1699
2020-08-01T00:00:00.000Z,625,547,1632
2020-08-02T00:00:00.000Z,708,2540,1563
2020-08-03T00:00:00.000Z,1800,1858,1515
2020-08-04T00:00:00.000Z,1729,1711,1480
2020-08-05T00:00:00.000Z,1690,1531,1423
2020-08-06T00:00:00.000Z,1677,1835,1385
2020-08-07T00:00:00.000Z,1764,1249,1370
2020-08-08T00:00:00.000Z,754,621,1427
2020-08-09T00:00:00.000Z,924,2321,1446
2020-08-10T00:00:00.000Z,1704,1398,1476
2020-08-11T00:00:00.000Z,1823,997,1463
2020-08-12T00:00:00.000Z,1622,1148,1476
2020-08-13T00:00:00.000Z,1643,1327,1466
2020-08-14T00:00:00.000Z,1388,991,1462
2020-08-15T00:00:00.000Z,757,569,1408
2020-08-16T00:00:00.000Z,1068,2249,1408
2020-08-17T00:00:00.000Z,1650,1205,1429
2020-08-18T00:00:00.000Z,1649,1130,1421
2020-08-19T00:00:00.000Z,1640,1494,1396
2020-08-20T00:00:00.000Z,1487,1449,1399
2020-08-21T00:00:00.000Z,1493,1594,1377
2020-08-22T00:00:00.000Z,711,671,1392
2020-08-23T00:00:00.000Z,965,2141,1385
2020-08-24T00:00:00.000Z,1900,1411,1370
2020-08-25T00:00:00.000Z,1956,804,1406
2020-08-26T00:00:00.000Z,1953,3778,1450
2020-08-27T00:00:00.000Z,2071,1541,1495
2020-08-28T00:00:00.000Z,1832,1852,1578
2020-08-29T00:00:00.000Z,910,716,1626
2020-08-30T00:00:00.000Z,1101,2326,1655
2020-08-31T00:00:00.000Z,2178,1507,1674
2020-09-01T00:00:00.000Z,2252,1028,1714
2020-09-02T00:00:00.000Z,3193,1426,1756
2020-09-03T00:00:00.000Z,2661,1837,1933
2020-09-04T00:00:00.000Z,2623,1221,2018
2020-09-05T00:00:00.000Z,1505,910,2131
2020-09-06T00:00:00.000Z,2177,2435,2216
2020-09-07T00:00:00.000Z,3388,1613,2369
2020-09-08T00:00:00.000Z,3489,1461,2542
2020-09-09T00:00:00.000Z,3994,1490,2719
2020-09-10T00:00:00.000Z,4161,2007,2833
2020-09-11T00:00:00.000Z,3975,1797,3048
2020-09-12T00:00:00.000Z,2718,1280,3241
2020-09-13T00:00:00.000Z,3175,3330,3414
2020-09-14T00:00:00.000Z,4805,2438,3557
2020-09-15T00:00:00.000Z,5539,2311,3759
2020-09-16T00:00:00.000Z,4574,2831,4052
2020-09-17T00:00:00.000Z,5385,3779,4135
2020-09-18T00:00:00.000Z,5340,2880,4310
2020-09-19T00:00:00.000Z,3809,1464,4505
2020-09-20T00:00:00.000Z,2579,2512,4661
2020-09-21T00:00:00.000Z,3865,4751,4575
2020-09-22T00:00:00.000Z,7021,3571,4441
2020-09-23T00:00:00.000Z,7125,3892,4653
2020-09-24T00:00:00.000Z,8234,4690,5017
2020-09-25T00:00:00.000Z,8389,4226,5424
2020-09-26T00:00:00.000Z,5882,2429,5860
2020-09-27T00:00:00.000Z,3413,5792,6156
2020-09-28T00:00:00.000Z,1159,2204,6275
2020-09-29T00:00:00.000Z,4992,5920,5889
2020-09-30T00:00:00.000Z,9078,5317,5599
2020-10-01T00:00:00.000Z,7731,5855,5878
2020-10-02T00:00:00.000Z,7059,5670,5806
2020-10-03T00:00:00.000Z,2595,3545,5616
2020-10-04T00:00:00.000Z,2938,8246,5146
2020-10-05T00:00:00.000Z,5721,7068,5078
2020-10-06T00:00:00.000Z,4724,6547,5730
2020-10-07T00:00:00.000Z,4165,4980,5692
2020-10-08T00:00:00.000Z,3755,4872,4990
2020-10-09T00:00:00.000Z,2963,5169,4422
2020-10-10T00:00:00.000Z,916,3853,3837
2020-10-11T00:00:00.000Z,1646,7695,3597
2020-10-12T00:00:00.000Z,3169,5607,3412
2020-10-13T00:00:00.000Z,2336,5831,3048
2020-10-14T00:00:00.000Z,2118,5912,2707
2020-10-15T00:00:00.000Z,1612,5507,2414
2020-10-16T00:00:00.000Z,1500,3548,2108
2020-10-17T00:00:00.000Z,412,2534,1899
2020-10-18T00:00:00.000Z,922,4994,1827
2020-10-19T00:00:00.000Z,1517,2390,1724
2020-10-20T00:00:00.000Z,1193,1834,1488
2020-10-21T00:00:00.000Z,1172,3187,1324
2020-10-22T00:00:00.000Z,1032,3177,1189
2020-10-23T00:00:00.000Z,849,2479,1106
2020-10-24T00:00:00.000Z,246,1322,1013
2020-10-25T00:00:00.000Z,607,2733,990
2020-10-26T00:00:00.000Z,884,1315,945
2020-10-27T00:00:00.000Z,887,973,854
2020-10-28T00:00:00.000Z,723,1310,811
2020-10-29T00:00:00.000Z,644,1454,746
2020-10-30T00:00:00.000Z,680,1072,691
2020-10-31T00:00:00.000Z,228,801,667
2020-11-01T00:00:00.000Z,658,1537,664
2020-11-02T00:00:00.000Z,788,922,672
2020-11-03T00:00:00.000Z,845,738,658
2020-11-04T00:00:00.000Z,769,637,652
2020-11-05T00:00:00.000Z,570,849,658
2020-11-06T00:00:00.000Z,691,901,648
2020-11-07T00:00:00.000Z,212,690,649
2020-11-08T00:00:00.000Z,534,684,647
2020-11-09T00:00:00.000Z,719,932,629
2020-11-10T00:00:00.000Z,675,337,620
2020-11-11T00:00:00.000Z,764,1100,595
2020-11-12T00:00:00.000Z,836,1216,595
2020-11-13T00:00:00.000Z,761,742,633
2020-11-14T00:00:00.000Z,291,428,643
2020-11-15T00:00:00.000Z,625,980,654
2020-11-16T00:00:00.000Z,873,668,667
2020-11-17T00:00:00.000Z,829,584,689
2020-11-18T00:00:00.000Z,795,807,711
2020-11-19T00:00:00.000Z,771,758,715
2020-11-20T00:00:00.000Z,773,682,706
2020-11-21T00:00:00.000Z,422,451,708
2020-11-22T00:00:00.000Z,762,1013,726
2020-11-23T00:00:00.000Z,959,659,746
2020-11-24T00:00:00.000Z,857,548,758
2020-11-25T00:00:00.000Z,1079,852,762
2020-11-26T00:00:00.000Z,1087,937,803
2020-11-27T00:00:00.000Z,1031,698,848
2020-11-28T00:00:00.000Z,582,424,885
2020-11-29T00:00:00.000Z,1024,1114,908
2020-11-30T00:00:00.000Z,1253,743,945
2020-12-01T00:00:00.000Z,1199,705,987
2020-12-02T00:00:00.000Z,1588,848,1036
2020-12-03T00:00:00.000Z,1451,1443,1109
2020-12-04T00:00:00.000Z,1514,870,1161
2020-12-05T00:00:00.000Z,1000,601,1230
2020-12-06T00:00:00.000Z,1363,1413,1289
2020-12-07T00:00:00.000Z,1860,916,1338
2020-12-08T00:00:00.000Z,1768,901,1425
2020-12-09T00:00:00.000Z,1866,1042,1506
2020-12-10T00:00:00.000Z,2006,1450,1546
2020-12-11T00:00:00.000Z,1835,1154,1625
2020-12-12T00:00:00.000Z,1296,926,1671
2020-12-13T00:00:00.000Z,1729,1928,1713
2020-12-14T00:00:00.000Z,2315,1275,1765
2020-12-15T00:00:00.000Z,2891,1214,1830
2020-12-16T00:00:00.000Z,2853,1635,1991
2020-12-17T00:00:00.000Z,2846,1972,2132
2020-12-18T00:00:00.000Z,2792,1573,2252
2020-12-19T00:00:00.000Z,1886,1096,2388
2020-12-20T00:00:00.000Z,3093,2600,2473
2020-12-21T00:00:00.000Z,3783,1579,2668
2020-12-22T00:00:00.000Z,4376,1635,2877
2020-12-23T00:00:00.000Z,4035,2047,3089
2020-12-24T00:00:00.000Z,4055,2898,3258
2020-12-25T00:00:00.000Z,4012,2425,3431
2020-12-26T00:00:00.000Z,2659,1835,3605
2020-12-27T00:00:00.000Z,3528,4254,3716
2020-12-28T00:00:00.000Z,5519,2505,3778
2020-12-29T00:00:00.000Z,5639,2415,4026
2020-12-30T00:00:00.000Z,5868,3706,4206
2020-12-31T00:00:00.000Z,5876,4305,4468
2021-01-01T00:00:00.000Z,6022,3507,4728
2021-01-02T00:00:00.000Z,4218,2066,5015
2021-01-03T00:00:00.000Z,5230,5639,5238
2021-01-04T00:00:00.000Z,8404,3125,5481
2021-01-05T00:00:00.000Z,8236,2999,5893
2021-01-06T00:00:00.000Z,7878,4841,6264
2021-01-07T00:00:00.000Z,7642,5927,6552
2021-01-08T00:00:00.000Z,8159,4901,6804
2021-01-09T00:00:00.000Z,5156,3122,7109
2021-01-10T00:00:00.000Z,6938,8484,7243
2021-01-11T00:00:00.000Z,9712,4903,7487
2021-01-12T00:00:00.000Z,9296,4627,7674
2021-01-13T00:00:00.000Z,9467,8100,7825
2021-01-14T00:00:00.000Z,9291,9319,8052
2021-01-15T00:00:00.000Z,8426,8099,8288
2021-01-16T00:00:00.000Z,5084,4305,8326
2021-01-17T00:00:00.000Z,5648,11055,8316
2021-01-18T00:00:00.000Z,10115,6198,8132
2021-01-19T00:00:00.000Z,8595,5296,8189
2021-01-20T00:00:00.000Z,8241,8702,8089
2021-01-21T00:00:00.000Z,7180,9963,7914
2021-01-22T00:00:00.000Z,7353,8480,7612
2021-01-23T00:00:00.000Z,2401,4151,7459
2021-01-24T00:00:00.000Z,2345,8408,7076
